id,title,description,activity_type,start_date,duration_moving_min,duration_elapsed_min,distance_miles,total_elevation_gain_ft,avg_hr,hr_std,max_hr,average_watts,weighted_average_watts,max_watts,rowing_avg_watts_manual,rowing_splits,average_speed_mph,max_speed_mph,average_cadence,calories,strava_relative_effort,hr_device_name,gear_name
16375491445,Lunch Row,,Rowing,2025-11-05 16:10:08+00:00,46.9,46.9,0,0,153.7,15.2,169,,,,174.5511782,126.1,0,0,20.1,640,47,Garmin Forerunner 245,Not Available
16379486840,Evening Ride,Padding the stats,Ride,2025-11-06 23:39:15+00:00,60.1,60.1,0,0,143,15.2,155,,,,,,0,0,,670,35,Garmin Forerunner 245,Not Available
16387454988,3x12’/6’r r22,,Rowing,2025-11-07 17:09:13+00:00,82,82,0,0,154.7,26.2,199,,,,255.9169835,111,0,0,21.4,997,99,Garmin Forerunner 245,Not Available
16426151847,3x20’ steady,RPE pretty low so I’ll take it,Rowing,2025-11-10 19:37:12+00:00,64,64,0,0,157.5,17.3,169,,,,175.3843567,125.9,0,0,20.1,885,79,Garmin Forerunner 245,Not Available
16426184771,3x12’/6’r r22,,Rowing,2025-11-11 14:06:29+00:00,61.8,61.8,0,0,166.3,26.5,200,,,,259.4067128,110.5,0,0,21.9,857,111,Garmin Forerunner 245,Not Available
16430441817,70’ Z2,,Ride,2025-11-11 22:03:32+00:00,70,70,0,0,149.3,9.7,164,,,,,,0,0,,840,54,Garmin Forerunner 245,Not Available
16441160035,60’ Z2,,Ride,2025-11-12 23:27:24+00:00,60,60,0,0,145,16.8,157,,,,,,0,0,,701,40,Garmin Forerunner 245,Not Available
16446033185,40’,C? UT1? AT? Who knows,Rowing,2025-11-13 13:21:19+00:00,47.1,47.1,0,0,172.2,28.6,203,,,,225.3940079,115.8,0,0,24.5,747,109,Garmin Forerunner 245,Not Available
16458945334,"4x6’/4’r (2’@24,26,28)",Felt pretty good to rip it. Perks of being large,Rowing,2025-11-14 18:50:03+00:00,71.1,71.1,0,0,145.2,26.4,200,,,,291.3857109,106.3,0,0,24.2,787,65,Garmin Forerunner 245,Not Available
16489742441,2x40’ Z2,Finally got my hr strap working,Ride,2025-11-17 22:15:43+00:00,82,82,21.43,0,146.9,5.8,160,185.9,189,317,,,15.68,20.13,85.9,997,57,COROS DURA,Not Available
16495656004,3x20’,6 eggs and a smoothie is entirely too much before steady,Rowing,2025-11-18 14:13:04+00:00,64,64,0,0,158.3,14.3,169,,,,,,0,0,20.3,829,89,Garmin Forerunner 245,Not Available
16506416914,"5x10’/3’r (20,22,22,24,26)",Think the beet root powder is giving me crazy indigestion,Rowing,2025-11-19 14:23:52+00:00,84.2,84.2,0,0,158.6,33.1,197,,,,240.6458158,113.3,0,0,22.4,1057,134,Garmin Forerunner 245,Not Available
16517431492,"3x24’ (6’@20,6’@22)",,Rowing,2025-11-20 17:16:07+00:00,77.1,77.1,0,0,155.5,16,169,,,,186.7148304,123.3,0,0,21,940,95,Garmin Forerunner 245,Not Available
16526531797,1x SS,W/ Isaac Berman,Rowing,2025-11-21 15:09:04+00:00,78.8,82.6,8.92,0,156.5,17.7,176,,,,,,6.79,8.8,57,897,100,Garmin Forerunner 245,Not Available
16535645198,40’ MI,Probably would’ve gone sub 6:20 if my collegiate winter training had been done in the hallway instead of the old spot,Rowing,2025-11-22 15:58:03+00:00,55.9,55.9,0,0,171.1,22.4,197,,,,249.1230867,112,0,0,23.3,821,122,Garmin Forerunner 245,Not Available
16553664600,60’ UT2,,Rowing,2025-11-24 15:40:20+00:00,60,60,0,0,150.2,7.9,160,,,,177.4906316,125.4,0,0,20.2,678,47,Garmin Forerunner 245,Not Available
16565957471,6x10’/3’r (20/22/22/24/24/26),"Usually when my HR stays this low, it means my HR monitor is broken",Rowing,2025-11-25 19:05:35+00:00,84.7,84.7,0,0,163.1,23.8,195,,,,251.8114423,111.6,0,0,22.6,1133,138,Garmin Forerunner 245,Not Available
16578140034,3x24’,"First two 6’@20/22, last one 4’@20/22/24. Gotta eat more if I’m gonna erg this soon after lifting",Rowing,2025-11-26 18:38:39+00:00,77.1,77.1,0,0,159.6,16.8,173,,,,200.5342618,120.4,0,0,21.4,1078,111,Garmin Forerunner 245,Not Available
16584132188,40’ MI,Legs were pretty cooked but got it done. Onto the feast!,Rowing,2025-11-27 16:07:12+00:00,49.2,49.2,0,0,167.7,24.9,188,,,,245.8161866,112.5,0,0,24.5,767,98,Garmin Forerunner 245,Not Available
16623447890,70' Z2 (1/2),Zwift died 45’ in so had to switch over to my bike computer,VirtualRide,2025-12-01 22:11:18+00:00,47.1,75.7,14.18,984.3,148.7,18,163,188.3,190,340,,,18.05,32.21,81,507,44,Zwift,Not Available
16623440398,70’ Z2 (2/2),,Ride,2025-12-01 22:58:18+00:00,25,25,6.76,0,155.9,5.2,163,194,193,307,,,16.2,22.37,81.7,318,31,COROS DURA,Not Available
16629061852,6x10’/4’r (22/22/24/24/26/26+),I am not a morning person,Rowing,2025-12-02 13:15:49+00:00,93.1,93.1,0,0,167.8,23.4,196,,,,254.5386185,111.2,0,0,,0,187,Strava App,Not Available
16642121752,2x30’,,Rowing,2025-12-03 19:26:56+00:00,62.1,62.1,0,0,151.3,8.7,162,,,,179.2,125,0,0,,0,58,Strava App,Not Available
16650697238,3x20’ UT1,"1&2: 5’@20,22. 3:5@22,24",Rowing,2025-12-04 18:06:45+00:00,64.1,64.1,0,0,160.8,14.7,176,,,,194.655787,121.6,0,0,21.8,872,94,Garmin Forerunner 245,Not Available
16658271256,45’ MI,Always very exciting to pull aggressively mediocre splits at a maximal intensity,Rowing,2025-12-05 15:01:59+00:00,63.4,63.4,0,0,173.7,28.2,195,,,,240.0097479,113.4,0,0,23.9,998,159,Garmin Forerunner 245,Not Available
16680083095,40’ Z2,,Ride,2025-12-07 22:55:19+00:00,40,40,10.56,0,138.4,9.5,151,192.6,192,304,,,15.83,19.46,84.6,504,18,COROS DURA,Not Available
16688362980,10k UT2,,Rowing,2025-12-08 20:02:01+00:00,41.9,41.9,0,0,153,10.9,166,,,,177.0666892,125.5,0,0,20.1,534,42,Garmin Forerunner 245,Not Available
16697612783,6x10’/4’r,"22,24,24,24,26,28

Gritty. Sorta glad I won’t have to do 6x10 ever again",Rowing,2025-12-09 19:16:50+00:00,92.5,92.5,0,0,166.6,29.4,198,,,,260.8203702,110.3,0,0,,0,189,Strava App,Not Available
16724206740,50’ MI,Definitely still a little sick,Rowing,2025-12-12 17:11:17+00:00,79.8,79.8,0,0,167.6,27.8,199,,,,238.7443212,113.6,0,0,,0,165,Strava App,Not Available
16751998650,2x30’ UT2,Thinking podcasts are the way to go for steady,Rowing,2025-12-15 19:23:20+00:00,62.2,62.2,0,0,152.6,12.2,168,,,,175.3843567,125.9,0,0,20.1,737,65,Garmin Forerunner 245,Not Available
16762215988,"5x10’/4’r (24,24,26,26,28)",I’ve done too many sessions in socks. Feet are a bit tender to be erging barefoot rn,Rowing,2025-12-16 20:48:35+00:00,79.2,79.2,0,0,173.1,26.1,200,,,,262.9601803,110,0,0,24.9,1159,188,Garmin Forerunner 245,Not Available
16770386606,60’ Assault Bike,,Ride,2025-12-17 18:12:06+00:00,60.1,60.1,0,0,153.6,11.4,179,,,,,,0,0,,777,63,Garmin Forerunner 245,Not Available
16780271161,4x18’ UT1,6’@20/22/24,Rowing,2025-12-18 21:04:02+00:00,78.1,78.1,0,0,159.7,18.1,178,,,,210.8690965,118.4,0,0,22,1019,110,Garmin Forerunner 245,Not Available
16787982823,40’ MI,First 2/3rds. Gonna be gritty on Christmas,Rowing,2025-12-19 20:43:42+00:00,60,60,0,0,171.9,24.6,194,,,,242.5675568,113,0,0,24.3,923,137,Garmin Forerunner 245,Not Available
16814435272,4x10’/4’r,"24/26/26/28
I’m sure throwing up between pieces sucks but getting the hiccups in between is no treat either",Rowing,2025-12-22 19:52:12+00:00,65.8,65.8,0,0,166.8,24.6,191,,,,266.578848,109.5,0,0,24.8,921,127,Garmin Forerunner 245,Not Available
16822424274,2x30’ UT2,"Screen down, keeping HR sub 150 as best u could",Rowing,2025-12-23 17:07:57+00:00,62,62,0,0,146.5,11.7,155,,,,164.5679043,128.6,0,0,20.5,654,41,Garmin Forerunner 245,Not Available
16832219548,2x20’ UT2 + 5’@ pace,Nearly gametime,Rowing,2025-12-24 18:52:36+00:00,51,51,0,0,149.8,13,173,,,,178.3425852,125.2,0,0,20.8,590,42,Garmin Forerunner 245,Not Available
16837667983,Hour of Power,First gift of Christmas! Big PR w/ Isaac Berman,Rowing,2025-12-25 13:46:18+00:00,78.5,78.5,0,0,181.8,20.5,200,,,,253.8531468,111.3,0,0,25.2,1322,240,Garmin Forerunner 245,Not Available
16896480311,Lunch Row,,Rowing,2025-12-27 16:18:16+00:00,45,45,0,0,146.5,10.6,161,,,,,,0,0,19.5,498,30,Garmin Forerunner 245,Not Available
16896485666,40’ Treadmill,,Run,2025-12-29 20:27:02+00:00,40,40.1,4.15,0,159.5,10.1,168,,,,,,6.22,7.06,78.9,579,55,Garmin Forerunner 245,Nike Pegasus
16896493037,50’ UT2,,Rowing,2025-12-30 16:53:29+00:00,50,50,0,0,152.2,7.3,162,,,,,,0,0,20.2,612,46,Garmin Forerunner 245,Not Available
16947446090,Afternoon Row,,Rowing,2026-01-03 22:30:27+00:00,64.1,64.1,0,0,156.6,14.5,167,,,,174.9671062,126,0,0,20.1,800,84,Garmin Forerunner 245,Not Available
16947445912,Lunch Row,,Rowing,2026-01-05 17:12:31+00:00,42,42,0,0,143.7,12.6,159,,,,169.6613168,127.3,0,0,18.7,441,26,Garmin Forerunner 245,Not Available
16985771054,Afternoon Ride,,Ride,2026-01-06 19:58:54+00:00,75.2,76.9,15.14,868.1,144.3,13,169,98.1,,,,,12.07,29.04,,768,49,Garmin Forerunner 245,Not Available
16985773778,Morning Ride,,Ride,2026-01-08 14:28:15+00:00,22.7,22.7,4.6,339.9,137.9,27.7,180,116.3,,,,,12.19,31.74,,261,16,Garmin Forerunner 245,Not Available
16985776317,Evening Ride,,Ride,2026-01-08 23:36:03+00:00,33.3,33.7,6.58,420.3,125,27.3,167,98.2,,,,,11.84,30.76,,301,13,Garmin Forerunner 245,Not Available
16985758303,Evening Ride,,Ride,2026-01-09 01:08:30+00:00,51,51,11.35,0,151.5,5.3,162,141.9,144,244,,,13.35,18.12,83.2,473,45,COROS DURA,Not Available
17027634735,Afternoon Row,,Rowing,2026-01-09 19:00:37+00:00,42.1,42.1,0,0,143,16.1,161,,,,172.900587,126.5,0,0,20,493,26,Garmin Forerunner 245,Not Available
17027634890,Afternoon Run,,Run,2026-01-09 19:46:21+00:00,20,20,2.12,0,156.1,7.5,165,,,,,,6.36,6.74,80.3,293,24,Garmin Forerunner 245,Nike Pegasus
17027649669,Lunch Workout,,Workout,2026-01-10 17:37:40+00:00,34.9,45.4,1.34,299.9,99.2,10.1,119,,,,,,2.3,6.76,52.7,213,4,Garmin Forerunner 245,Not Available
17017761872,Afternoon Ride,,Ride,2026-01-11 21:59:49+00:00,70.1,70.1,17.29,0,140.5,8,158,168.3,169,382,,,14.8,19.01,81.5,771,33,COROS DURA,Not Available
17027653950,Afternoon Row,,Rowing,2026-01-12 20:22:52+00:00,42.1,42.1,0,0,152.9,16.9,168,,,,176.2228462,125.7,0,0,20.1,525,45,Garmin Forerunner 245,Not Available
17027659717,Afternoon Workout,,Workout,2026-01-12 21:08:47+00:00,19.4,20,1.82,127.6,164.3,9.1,170,,,,,,5.64,7.38,81.4,314,32,Garmin Forerunner 245,Not Available
17075132804,Morning Ride,,Ride,2026-01-13 14:44:13+00:00,24,24,4.63,331.7,94.8,11.6,120,105.7,,,,,11.59,29.39,,110,2,Garmin Forerunner 245,Not Available
17075136656,Afternoon Ride,,Ride,2026-01-13 20:39:53+00:00,45.8,45.8,0,0,159.7,12.6,185,,,,,,0,0,,663,66,Garmin Forerunner 245,Not Available
17075148729,Afternoon Ride,,Ride,2026-01-13 22:10:55+00:00,21.3,22.2,4.54,253.6,108.7,17.9,149,101.9,,,,,12.76,30.76,,143,3,Garmin Forerunner 245,Not Available
17153361502,Afternoon Ride,,Ride,2026-01-14 22:17:46+00:00,75,75,0,0,141.9,7.2,154,,,,,,0,0,,739,39,Garmin Forerunner 245,Not Available
17153365042,Morning Ride,,Ride,2026-01-15 14:51:35+00:00,23.4,23.4,4.57,326.1,87.7,6,106,104.1,,,,,11.74,29.45,,86,2,Garmin Forerunner 245,Not Available
17153428903,Afternoon Ride,,Ride,2026-01-15 19:13:36+00:00,21.1,22.1,4.58,257.9,117.4,22.8,155,108.8,,,,,13.01,31.76,,172,4,Garmin Forerunner 245,Not Available
17063294830,566cal TT,"38:50, 333.2w, 14.3cal/min",Workout,2026-01-15 21:18:09+00:00,39,39,0,0,185,9.6,201,333,,,,,0,0,,0,129,Strava App,Not Available
17153540670,Afternoon Ride,,Ride,2026-01-16 19:04:00+00:00,40.1,40.1,0,0,145.7,9.2,169,,,,,,0,0,,472,26,Garmin Forerunner 245,Not Available
17277942458,Evening Ride,,Ride,2026-01-20 00:40:41+00:00,84.8,84.8,20.09,0,150.1,10.4,166,161.6,167,651,,,14.22,18.34,80,896,75,COROS DURA,Not Available
17153579742,Afternoon Ride,,Ride,2026-01-20 21:12:31+00:00,45,45,0,0,148.7,7.9,158,,,,,,0,0,,558,31,Garmin Forerunner 245,Not Available
17153587679,Lunch Row,,Rowing,2026-01-21 17:47:19+00:00,64.5,64.5,0,0,153.2,15,169,,,,171.2707415,126.9,0,0,20.2,796,70,Garmin Forerunner 245,Not Available
17277942464,Evening Ride,,Ride,2026-01-23 00:40:46+00:00,65.2,65.2,14.77,0,145.8,8.1,159,144.5,145,320,,,13.6,17.22,73.8,616,41,COROS DURA,Not Available
17209770295,Lunch Row,,Rowing,2026-01-25 17:13:54+00:00,97.6,97.6,0,0,149.6,13.5,167,,,,173.3112771,126.4,0,0,20.3,1038,84,Garmin Forerunner 245,Not Available
17277942459,Evening Ride,,Ride,2026-01-27 23:19:02+00:00,72,72,17.43,0,140.3,10.3,165,165.4,169,304,,,14.51,18.12,79.6,780,38,COROS DURA,Not Available
17277942664,Afternoon Ride,,Ride,2026-01-28 22:30:17+00:00,60,60,16.2,0,157.7,15.1,182,203.9,210,321,,,16.19,21.7,81.7,801,77,COROS DURA,Not Available
17228242129,Lunch Ride,,Ride,2026-01-29 17:29:07+00:00,45,45,0,0,171.4,16.4,187,,,,,,0,0,,726,95,Garmin Forerunner 245,Not Available
17228246625,Morning Ride,,Ride,2026-01-30 13:44:57+00:00,45.1,45.1,0,0,153.6,7.8,160,,,,,,0,0,,589,48,Garmin Forerunner 245,Not Available
17266934999,Afternoon Workout,,NordicSki,2026-02-01 20:11:56+00:00,54.4,68.3,3.04,142.4,122.3,16.3,168,,,,,,3.35,8.86,57.7,518,12,Garmin Forerunner 245,Not Available
17263996950,4x20’,,Rowing,2026-02-02 18:24:43+00:00,86.2,86.2,0,0,155.7,12.4,173,,,,174.5511782,126.1,0,0,,0,104,Strava App,Not Available
17277942519,Afternoon Ride,,Ride,2026-02-03 22:18:49+00:00,72,72,17.5,0,151.6,7.8,168,166.2,169,263,,,14.57,19.01,80.4,783,66,COROS DURA,Not Available
17286659816,Lunch Row,,Rowing,2026-02-04 16:47:38+00:00,62.9,62.9,0,0,158.1,14.8,174,,,,174.5511782,126.1,0,0,20.5,828,84,Garmin Forerunner 245,Not Available
17300549164,Afternoon Ride,,Ride,2026-02-05 21:58:23+00:00,60.2,60.2,15,0,140.9,9.2,157,175,177,338,,,14.94,19.24,84.2,689,29,COROS DURA,Not Available
17307798451,Morning Row,,Rowing,2026-02-06 14:23:45+00:00,68.9,68.9,0,0,166.2,25.9,194,,,,242.5675568,113,0,0,22.6,921,132,Garmin Forerunner 245,Not Available
17341584103,Lunch Run,,Run,2026-02-09 16:39:19+00:00,58.8,61.7,6,53.5,164.6,9.5,177,,,,,,6.13,7.89,79.6,864,97,Garmin Forerunner 245,Nike Pegasus
17363155379,Afternoon Row,,Rowing,2026-02-10 19:59:05+00:00,64,64,0,0,155.5,14.5,167,,,,174.9671062,126,0,0,20.1,793,79,Garmin Forerunner 245,Not Available
17366228174,Lunch Row,,Rowing,2026-02-11 17:14:42+00:00,81.1,81.1,0,0,157.9,15.5,171,,,,172.900587,126.5,0,0,20.4,1007,111,Garmin Forerunner 245,Not Available
17380193020,Afternoon Ride,,Ride,2026-02-12 19:25:04+00:00,92,92,0,0,145.1,8.4,158,,,,,,0,0,,904,60,Garmin Forerunner 245,Not Available
17386853167,Lunch Ride,,Ride,2026-02-13 17:44:18+00:00,59.2,59.2,0,0,167.7,22.5,195,,,,,,0,0,,852,114,Garmin Forerunner 245,Not Available
17419482704,Lunch Yoga,,Yoga,2026-02-15 16:33:40+00:00,46.1,46.1,0,0,121.4,30.2,179,,,,,,0,0,,366,16,Garmin Forerunner 245,Not Available
17419494308,Afternoon Row,,Rowing,2026-02-16 18:14:00+00:00,64.1,64.1,0,0,155.4,15.8,166,,,,,,0,0,19.5,771,81,Garmin Forerunner 245,Not Available
17433235790,Afternoon Ride,,Ride,2026-02-17 19:36:43+00:00,71,71,0,0,142.3,6.8,153,,,,,,0,0,,695,40,Garmin Forerunner 245,Not Available
17442963915,Lunch Ride,,Ride,2026-02-18 17:32:22+00:00,82,82,0,0,133.2,8.9,143,,,,,,0,0,,655,20,Garmin Forerunner 245,Not Available
17464177234,Afternoon Ride,,Ride,2026-02-19 22:36:14+00:00,61.6,61.6,0,0,135.8,19.1,154,,,,,,0,0,,605,28,Garmin Forerunner 245,Not Available
17464861799,Afternoon Ride,,Ride,2026-02-20 19:22:58+00:00,60,60,0,0,144.2,5.3,151,,,,,,0,0,,634,39,Garmin Forerunner 245,Not Available
17474000508,Morning Row,,Rowing,2026-02-21 14:08:12+00:00,97.7,97.7,0,0,155.7,11,167,,,,166.1131328,128.2,0,0,19.7,1105,120,Garmin Forerunner 245,Not Available
17520524978,Morning Ride,,Ride,2026-02-25 15:49:47+00:00,90,90,20.3,0,138.5,5.1,151,143.1,143,319,,,13.53,17.45,84.1,843,34,COROS DURA,Not Available
17534332602,Afternoon Row,,Rowing,2026-02-26 19:06:06+00:00,64.1,64.1,0,0,152.7,13.6,163,,,,165.3381116,128.4,0,0,20,897,70,Garmin Forerunner 245,Not Available
17546599354,Afternoon Ride,,Ride,2026-02-27 22:29:35+00:00,60,60,0,0,141.5,7.5,154,,,,,,0,0,,739,33,Garmin Forerunner 245,Not Available
17557811523,Afternoon Ride,,Ride,2026-02-28 19:29:57+00:00,130.7,134.8,31.32,2772.3,152.5,12.4,183,161.3,,,,,14.38,41.38,,1555,127,COROS DURA,Not Available
17582406592,Evening Ride,,Ride,2026-03-02 23:28:08+00:00,60.3,60.3,14.42,0,135.7,4.7,146,161.3,162,383,,,14.35,17.9,90.3,636,16,COROS DURA,Not Available
17587562271,Morning Ride,,Ride,2026-03-03 12:01:49+00:00,59.9,59.9,14.62,0,137.4,5.6,150,165.6,167,307,,,14.64,18.57,87.1,649,19,COROS DURA,Not Available
17607630942,Evening Ride,,Ride,2026-03-04 23:32:58+00:00,40,40,9.83,0,134.6,7.7,146,168.1,168,269,,,14.74,18.57,93.2,440,11,COROS DURA,Not Available
17623148420,Afternoon Row,,Rowing,2026-03-05 21:12:02+00:00,107.5,107.5,0,0,160.2,20.1,199,,,,,,0,0,26.5,1422,154,Garmin Forerunner 245,Not Available
17736922082,Afternoon Gravel Ride,,GravelRide,2026-03-06 19:53:35+00:00,64.4,73.3,11.93,1086,135.7,15.8,168,118,,,,,11.12,32.21,,629,28,COROS DURA,Not Available
17734638580,Afternoon Ride,,Ride,2026-03-09 21:50:57+00:00,52.4,66.4,12.05,746.4,145.5,13.5,169,119,,,,,13.8,34.54,,693,36,Garmin Forerunner 245,Not Available
17734651042,Morning Workout,,Workout,2026-03-11 11:39:38+00:00,85.5,95.2,9.13,0,142.9,22,164,,,,,,6.41,10.66,49.6,949,57,Garmin Forerunner 245,Not Available
17734657877,Afternoon Run,,Run,2026-03-12 21:50:54+00:00,37.4,38,3.66,150.6,153.8,10.8,170,,,,,,5.86,7.87,77.4,567,38,Garmin Forerunner 245,Nike Pegasus
17734676600,Morning Workout,,Workout,2026-03-13 13:00:42+00:00,87,96.1,9.19,0,150.6,22.8,188,,,,,,6.34,11.4,58.2,1085,78,Garmin Forerunner 245,Not Available
17736922053,Afternoon Ride,,Ride,2026-03-15 20:34:28+00:00,90,90,20.12,0,136.7,4.7,148,141.2,141,276,,,13.4,20.58,83.7,832,27,COROS DURA,Not Available
17744880073,6x15',,Rowing,2026-03-16 14:43:11+00:00,97.6,97.6,0,0,145.4,12.4,157,,,,159.676348,129.9,0,0,20,1137,64,Garmin Forerunner 245,Not Available
17752421272,Morning Ride,,Ride,2026-03-17 10:11:40+00:00,60.3,60.3,13.71,0,133.7,5.5,143,147.7,148,329,,,13.65,17.67,86.6,582,15,COROS DURA,Not Available
17774006960,Evening Ride,,Ride,2026-03-19 00:12:51+00:00,60,60,13.72,0,138.6,5.2,154,146.7,147,352,,,13.71,17.45,84.7,576,20,COROS DURA,Not Available
17797380039,Morning Workout,,Workout,2026-03-20 11:18:54+00:00,89.2,138.8,11.21,0,156.9,29.6,185,,,,,,7.54,30.78,60.1,1397,118,Garmin Forerunner 245,Not Available
17834210895,Lunch Row,,Rowing,2026-03-23 16:44:14+00:00,62,62,0,0,149.2,13,172,,,,,,0,0,19.8,866,49,Garmin Forerunner 245,Not Available
17847399917,Evening Ride,,Ride,2026-03-24 22:46:28+00:00,45,45,10.77,0,134.5,5,147,159.4,159,251,,,14.36,17,89.4,470,11,COROS DURA,Not Available
17860343733,Evening Ride,,Ride,2026-03-25 23:50:04+00:00,60.5,60.5,14.42,0,135.5,6.3,146,158.3,159,274,,,14.3,21.92,89.9,627,18,COROS DURA,Not Available
18005707546,Evening Ride,,Ride,2026-03-26 23:47:14+00:00,65.3,65.3,0,0,137.2,10.6,149,,,,,,0,0,,758,23,Garmin Forerunner 245,Not Available
18005717367,Lunch Ride,,Ride,2026-03-30 16:18:38+00:00,71,71,0,0,135.9,8.4,148,146,,,,,0,0,,790,21,Garmin Forerunner 245,Not Available
18005830186,Afternoon Ride,,Ride,2026-03-31 20:12:17+00:00,60.1,60.1,0,0,142.9,7.6,157,147,,,,,0,0,,771,35,Garmin Forerunner 245,Not Available
18005835665,Morning Ride,,Ride,2026-04-02 10:43:59+00:00,60,60,0,0,133.5,12.8,154,,,,,,0,0,,688,20,Garmin Forerunner 245,Not Available
18005840460,Afternoon Ride,,Ride,2026-04-04 21:05:30+00:00,60.1,60.1,0,0,155.6,13.3,173,170,,,,,0,0,,892,67,Garmin Forerunner 245,Not Available
17993155715,Afternoon Ride,,Ride,2026-04-05 21:59:20+00:00,60,60,13.61,0,142.2,4.5,154,139.7,139,147,,,13.61,19.91,84.9,548,31,COROS DURA,Not Available
18005851389,Lunch Ride,,Ride,2026-04-06 16:41:55+00:00,82,82,0,0,145,11,161,143,,,,,0,0,,1097,52,Garmin Forerunner 245,Not Available
18019886096,Evening Ride,,Ride,2026-04-07 22:02:35+00:00,60,60,14.41,0,143.2,5.3,152,139.4,139,223,,,14.39,17.67,89.4,548,35,COROS DURA,Not Available
18034040356,Evening Ride,,Ride,2026-04-08 22:02:19+00:00,60,60,14.34,0,134.7,4.6,147,139.3,139,187,,,14.33,18.79,89.7,547,15,COROS DURA,Not Available
18046203187,Afternoon Ride,,Ride,2026-04-09 19:09:01+00:00,72.1,72.1,0,0,127.2,15.8,148,145,,,,,0,0,,717,17,Garmin Forerunner 245,Not Available
18059242363,Afternoon Run,,Run,2026-04-10 21:55:13+00:00,60,60,5.28,189,151.1,11,171,,,,,,5.28,8.24,74.3,784,51,Garmin Forerunner 245,Nike Pegasus
18112386880,Lunch Ride,,Ride,2026-04-13 16:03:10+00:00,94.7,94.7,0,0,135.4,11.9,153,144,,,,,0,0,,948,35,Garmin Forerunner 245,Not Available
18111682274,Afternoon Ride,,Ride,2026-04-14 21:17:28+00:00,120.8,120.8,27.25,0,129.9,4.1,142,128.3,129,218,,,13.54,17.67,84.9,1013,27,COROS DURA,Not Available
18124610437,Afternoon Run,,Run,2026-04-15 21:06:44+00:00,48.9,49,4.5,158.5,152.7,13.5,171,,,,,,5.53,16.78,74,678,47,Garmin Forerunner 245,Nike Pegasus
18138626674,Evening Ride,,Ride,2026-04-16 22:24:06+00:00,61,61,14.18,0,131.9,4.1,146,137.3,138,191,,,13.95,21.7,88.8,548,14,COROS DURA,Not Available
18151868029,Evening Ride,,Ride,2026-04-17 22:14:05+00:00,50.9,50.9,11.77,0,130.9,5.1,142,135.8,137,186,,,13.86,18.79,89.2,452,12,COROS DURA,Not Available
18185540435,Morning Ride,,Ride,2026-04-20 14:49:05+00:00,60,60,13.9,0,134.5,7,150,139.2,139,174,,,13.89,18.34,87.8,546,18,COROS DURA,Not Available
18196966949,Morning Ride,,Ride,2026-04-21 11:35:43+00:00,61.1,61.1,13.74,0,127.8,4.5,140,136.5,138,212,,,13.49,17.67,86.6,546,13,COROS DURA,Not Available
18272317599,Morning Run,,Run,2026-04-22 11:43:38+00:00,40.1,40.1,3.37,96.1,134.3,9.5,159,,,,,,5.04,7.83,78.4,456,10,Garmin Forerunner 245,Nike Pegasus
18272320845,Afternoon Ride,,Ride,2026-04-23 19:31:23+00:00,61.1,61.1,0,0,141.5,6.5,152,140,,,,,0,0,,713,32,Garmin Forerunner 245,Not Available
18272324049,Afternoon Ride,,Ride,2026-04-24 21:00:57+00:00,30.7,31.4,6.36,361.9,133.4,21.9,160,90.7,,,,,12.43,29.71,,361,13,Garmin Forerunner 245,Not Available
18272330868,Evening Ride,,Ride,2026-04-24 23:31:11+00:00,28,28,6.21,408.1,105.7,9.8,133,119.7,,,,,13.32,32.57,,194,4,Garmin Forerunner 245,Not Available
18285179590,Evening Ride,,Ride,2026-04-27 22:16:34+00:00,60.8,60.8,14.06,0,128,4.4,141,137.7,138,166,,,13.89,16.33,88.7,547,13,COROS DURA,Not Available
18299388572,Evening Ride,,Ride,2026-04-28 22:39:12+00:00,60,60,13.93,0,139.6,4,149,139.1,139,163,,,13.92,21.25,90.1,546,22,COROS DURA,Not Available
18306972926,Morning Run,,Run,2026-04-29 12:13:22+00:00,10,10,1.11,70.9,157.6,19.2,175,,,,,,6.69,8.01,80.5,158,12,Garmin Forerunner 245,Nike Pegasus
18311394387,Afternoon Ride,,Ride,2026-04-29 17:38:48+00:00,40.8,40.8,0,0,139.3,15.4,153,141,,,,,0,0,,525,21,Garmin Forerunner 245,Not Available
18338900710,Afternoon Ride,,Ride,2026-05-01 21:46:38+00:00,66.4,69.8,15.1,1020.3,143.1,12.4,176,125.8,,,,,13.65,36.91,,716,39,COROS DURA,Not Available
18365915187,Afternoon Ride,,Ride,2026-05-03 21:33:59+00:00,73.8,75,15.21,1076.1,147.6,11.3,179,114.8,,,,,12.37,40.04,,833,56,COROS DURA,Not Available
18371497608,Morning Ride,,Ride,2026-05-04 11:37:22+00:00,67.4,68.9,15.2,1053.1,144.2,12.1,173,128.5,,,,,13.52,38.7,,733,42,COROS DURA,Not Available
18391527624,Afternoon Ride,,Ride,2026-05-05 20:52:39+00:00,68.7,69,15.2,1017.1,141.4,8.9,168,123.9,,,,,13.27,38.92,,724,33,COROS DURA,Not Available
18763847523,Lunch Ride,,Ride,2026-05-06 15:05:09+00:00,68.7,70.2,15.14,974.4,144.8,11.6,172,120.9,,,,,13.24,35.75,,834,42,Garmin Forerunner 245,Not Available
18418866238,Afternoon Ride,,Ride,2026-05-07 21:52:19+00:00,66.3,66.3,15.2,1040,148.5,13.6,176,129.2,,,,,13.75,39.59,,756,56,COROS DURA,Not Available
